"provider_name","provider_addloc","notes","notes_es","email","web_link","address","city","state","zip","lat","lon","last_update","updated_by","status","med_testing","med_primary_care","med_pediatrics","med_senior","med_women","med_urgent_care","med_dental","med_vision","med_pharmacy","med_mental_health","med_hotline","med_addiction","med_domestic_violence","legal_housing","legal_worker_protection","legal_healthcare","legal_immigration","legal_criminal","legal_domviolence","legal_contracts","legal_protester_defense","fin_grocery","fin_housing","fin_legal","fin_medical","fin_utilities","dv_medical","dv_mental_health","dv_housing","dv_legal","dv_crisis","dv_referrals","SNAP","WIC","public","children","homeless","uninsured","residents","immigrants","low_income","women","disabled","native_american","seniors","accepts_medical","discount_medical","must_show_id","free","sliding_scale","financial_assistance","contact","temp_closed","delivery","curbside_pickup","drive_thru","in_person","telehealth","telelegal","call_in_advance","alameda","san_francisco","contra_costa","santa_clara","san_mateo","solano","sonoma","napa","santa_cruz","san_benito","sacramento","farmers_market","meal_student","free_groceries","bob","mon","tues","wed","thr","fri","sat","sun","resource"
"U.S. Social Security Administration","","","","","https://www.ssa.gov/sf/FactSheets/aianssavsssifinalrev.pdf","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Anderson Elementary","","• All children 18 years and younger may receive a free meal.
• No paperwork is required.
• Children do not need to attend Dixon Unified School District to receive a meal.
• Children must be present to receive a meal. The number of meals given is based on the number of children present.
• The program is only for meal pick-up. Meals may not be eaten at the school.","• Todos los niños de 18 años o menos pueden recibir una comida gratis.
• No se requiere documentación.
• Los niños no necesitan asistir al Distrito Escolar Unificado de Dixon para recibir una comida.
• Los niños deben estar presentes para recibir una comida. El número de comidas que se dan se basa en el número de niños presentes.
• El programa es solo para recoger comida. Las comidas no se pueden comer en la escuela.","schoolclosure@dixonusd.org","https://www.schoolnutritionandfitness.com/index.php?sid=1594652910058","415 E C Street","Dixon","CA",95620,38.4475673,-121.818387,"2020-09-24","Angie",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(707) 693-6360",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","11:30 AM - 12:30 PM","","","meal"
"From Scratch with Love Catering","","Instagram: @fromscratchwithlovecatering.","","","https://fromscratchwithlovecatering.com/shop","1036 S Fairfax Ave Los Angeles","NA","CA",90019,34.0570339,-118.3640933,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","9:00 AM -  5:00 pm","restaurant"
"SF International High School","","Every Wednesday, a bag of 5 days' worth of meals (including breakfast, lunch, supper, fresh fruits and vegetables, and milk) is available. Free meals are now available to all students. Our meal sites serve SFUSD students and their siblings only. Adults can continue to pick up meals for children.
To pick up meals for SFUSD students, please provide: 
1. Barcode for meal account (printed or on your smartphone) OR
2. one of the following: student ID card, meal account pin number, direct certification letter, eligibility letter, or 20-21 school placement letter.
To pick up meals for siblings not enrolled in SFUSD, please provide the following: 1. School-age children: school enrollment letter or student ID card OR 2. Younger children: birthdate to receive a grab and go card at meal site. ","Todos los miércoles, se puede recoger una bolsa de alimentos para 5 días (que incluyen desayuno, almuerzo, cena, frutas y verduras frescas y leche). Las comidas gratuitas están disponibles para todos los estudiantes. Nuestros sitios de comidas sirven solo a los estudiantes del SFUSD y a sus hermanos. Los adultos pueden seguir recogiendo las comidas de los niños.
Para recoger las comidas para los estudiantes del SFUSD, proporcione:
el código de barras para la cuenta de comida (imprimido o en su celular) o uno de los siguientes: tarjeta de identificación de estudiante, número de identificación de la cuenta de comida, carta de certificación directa, carta de elegibilidad o carta de ubicación escolar 20-21.
Para recoger comidas para hermanos que no están inscritos en SFUSD, por favor proporcione lo siguiente: 1. Niños en edad escolar: carta de inscripción escolar o tarjeta de identificación de estudiante  2. Niños más pequeños: fecha de nacimiento para recibir una tarjeta para llevar en el sitio de comidas.","","https://www.sfusd.edu/services/health-wellness/nutrition-school-meals","655 De Haro St","San Francisco","CA",90103,37.7616043,-122.4011533,"2020-09-16","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 749-3604",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","","10:30 AM - 12:00 PM","","","","","meal"
"San Francisco Turk St BAART Site","","Provide opioid use disorder treatment, Hepatitis C screening and treatment,  integrated primary care and mental health services. Eligiility criteria: 18 years of age or older, have photo identification, can present evidence of opioid misuse or addiction, agreement to adhere to program policy and procedures. Payment types: accept Medi-Cal and some types of Medi-Care Part B.","Proporcionan tratamiento para el trastorno por uso de opioides, detección y tratamiento de la hepatitis C, atención primaria integrada y servicios de salud mental. Criterios de elegibilidad: mayores de 18 años, identificación con foto, pueden presentar evidencia de abuso o adicción a opioides, acuerdo para adherirse a las políticas y procedimientos del programa. Tipos de pago: se acepta Medi-Cal y algunos tipos de Medi-Care Parte B.","","https://baartprograms.com/baart-turk/","433 Turk St San Francisco","NA","CA",94102,37.7824309,-122.4162445,"2020-08-05","CH",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,"(415) 928-7800",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","7:00 AM - 3:00 PM","","","health"
"Immigration Institute of the Bay Area","","The Immigration Institute of the Bay Area can help with immigration-related services, including citizenship and deportation defense.","","","","San Francisco","NA","CA",94109,"","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Monterey Pines","","All WCCUSD students 18 years and younger can receive the full week of meals at no charge on Tuesdays and Thursdays. ","Todos los estudiantes de WCCUSD  de 18 años de edad y menores pueden recibir comidas GRATIS para la semana entera. Las recogidas son los Martes y Jueves. 

","Matthew.Duffy@wccusd.net","http://www.schoolnutritionandfitness.com/index.php?sid=1481576684998","680 S 37th St.","Richmond","CA",94804,37.9232845,-122.3338069,"2020-09-23","Chris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 307-4580",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","8:00 AM - 1:00 PM","","8:00 AM - 1:00 PM","","","","meal"
"National Housing Law Project","","","Información sobre los derechos de los inquilinos nacionales de sobrevivientes de violencia doméstica durante COVID-19","","https://www.nhlp.org/wp-content/uploads/VAWA-Housing-Protections-COVID-19.pdf","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 546-7000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Cleveland Elementary","","Our staff will be taking attendance, but families no longer have to prove their students attend District-run schools. They can be students in charter schools, private schools, or homeschooled. 

Pick-up days are Mondays and Thursdays, between 8am and 1pm. 
Social Distancing measures are in effect. Face coverings are required.
Kids do not need to be present to pick up food. Multiple days worth of food can be picked up at once. (Three meals for each weekday, and two meals for each weekend day.)
","Nuestro personal tomará asistencia, pero las familias ya no tienen que demostrar que sus estudiantes asisten a las escuelas del distrito. Pueden ser estudiantes en otras escuelas.
 
Los días de recogida son los lunes y jueves, entre las 8 AM y 1PM.
Las medidas de distanciamiento social siguen en operación. 
Se requieren cubiertas faciales.
Los niños no necesitan estar presentes para recoger la comida.
Se pueden recoger alimentos para varios días a la vez. (Tres comidas para cada día de la semana y dos comidas para cada día de fin de semana).","superintendent@ousd.org","https://www.ousd.org/Page/11930","745 Cleveland St","Oakland","CA",94606,37.80439,-122.2436598,"2020-09-28","Chris",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 434-3334",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"8:00 AM - 1:00 PM","","","8:00 AM - 1:00 PM","","","","meal"
"California Immigrant Youth Justice Alliance","","The California Immigrant Youth Justice Alliance has an article on COVID-19's effect on immigrant communities in California, along with a list of online resources. The article is listed in both Spanish and English.","California Immigrant Youth Justice Alliance tiene un artículo sobre el efecto de COVID-19 en las comunidades de inmigrantes en California, junto con una lista de recursos en línea. El artículo se encuentra en español e inglés.","","https://ciyja.org/covid19/","","","","","","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(213) 629-2512 ext. 134",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Mowry II Clinic","","In-person and telehealth services offered: primary care, family planning, STD/HIV testing and treatment, addiction & recovery, behavioral health, health insurance enrollment, womens health, chiropractic, acupuncture, pediatrics (teen clinic), senior care. Accepts most insurance types, including MediCal. Offers a sliding scale pricing plan for patients without insurance (how much you pay is based on your income). Languages spoken: translation is available for most languages. Offering free COVID-19 testing by appointment only.","Servicios en persona y de telesalud ofrecidos: atención primaria, planificación familiar, pruebas y tratamiento de ETS / VIH, adicción y recuperación, salud conductual, inscripción en el seguro de salud, salud de la mujer, quiropráctica, acupuntura, pediatría (clínica para adolescentes), atención para personas mayores. Acepta la mayoría de los tipos de seguro, incluido MediCal. Ofrece un plan de precios de escala móvil para pacientes sin seguro (la cantidad que paga se basa en sus ingresos). Idiomas hablados: la traducción está disponible para la mayoría de los idiomas. Ofreciendo pruebas COVID-19 gratuitas solo con cita previa.","","https://tri-cityhealth.org/","1999 Mowry Ave Suite F/N/D/A Fremont","NA","CA",94538,37.564247,-121.979737,"2020-08-05","CH",1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,"(510) 770-8040",0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","8:00 AM - 8:00 PM","","","mental_health"
"Frisco Fried","","Instagram: @friscofried.","","","http://friscofried.biz/","5176 3rd St San Francisco","NA","CA",94124,37.7311111,-122.3922222,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","11:00 AM -  7:00 pm","restaurant"
"Project Homeless Connect: Core Sense","","Vision, dental, denture, and hearing healthcare services provided.","","","","San Francisco","NA","CA",94109,"","","","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","",""
"Tina's Place","","","","","https://www.facebook.com/tinasplacepinoleca/","2300 San Pablo Ave","NA","CA",94564,38.0057741,-122.2909299,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","7:00 AM -  2:00 pm","restaurant"
"Cafe Ethiopia","","","","","https://www.yelp.com/biz/cafe-ethiopia-san-francisco","878 Valencia St San Francisco","NA","CA",94110,37.7588712,-122.4216608,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","5:30 AM -  9:00 pm","restaurant"
"Center for Domestic Peace","","24-hour support line for direct access to emergency shelter, medical assistance, food, clothing, support groups, legal support, and clinical therapy.","","","https://centerfordomesticpeace.org/safety-and-empowerment-programs/","Call Number","NA","CA","","","","","",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(415) 924-6616",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","dv_resources"
"Lincoln Elementary","","In order to receive lunch, you must complete a form (url attached) every two weeks. You are able to pick any school site location that is easiest for you to pick up from. You do not need to pick the school that your child is enrolled at.","Para recibir el almuerzo, debe completar un formulario (URL adjunto) cada dos semanas. Puede recoger las comidas en cualquier escuela que le resulte más fácil. No es necesario que elija la escuela en la que está inscrito su hijo.","","https://docs.google.com/forms/d/e/1FAIpQLScVpYZI_aaMqt7dxdIo10VVqt8Wj6AqT846Z3QUlJOGRE6aLQ/viewform","1801 Devereux Drive","Burlingame","CA",94010,37.5671,-122.3676,"2020-09-26","Emily",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(650) 259-3814",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"11:30 AM - 12:30 PM","","11:30 AM - 12:30 PM","","","","","meal"
"Healing Kitchen","","Instagram: @healingkitchensf.","","","https://healing-kitchen-sf.square.site/","","","","","","","2020-07-07","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
"Hippies Brew","","Instagram: @hippiesbrew.","","","https://www.hippiesbrew.com/","888 C St","NA","CA",94541,37.6710885,-122.083232,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","9:00 AM -  4:30 pm","restaurant"
"Stipe Elementary","","Free breakfast and lunch available to all children in the community (18 years and younger). ","Desayuno y almuerzo gratis para cada niño (18 años o menor) en la comunidad. ","","https://www.ogsd.net/apps/pages/index.jsp?uREC_ID=586642&type=d&pREC_ID=1075992","5000 Lyng Dr","San Jose","CA",95138,37.2711828,-121.806561,"2020-09-18","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"4082278300",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:00 PM - 1:30 PM","12:00 PM - 1:30 PM","12:00 PM - 1:30 PM","12:00 PM - 1:30 PM","12:00 PM - 1:30 PM","","","meal"
"Salvation Army","","Lunch served from front office. Dinner on Sunday is a sit-down hot meal. Call during office hours to schedule an appointment to pick up food.","Por favor traiga su identificación.","Carlos.Armendariz@usw.salvationarmy.org","https://hayward.salvationarmy.org/hayward/our-programs","430 A St Hayward","NA","CA",94541,37.6696376,-122.0933926,"2020-05-09","AZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(510) 581-6444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","meal"
"Catholic Charities of Santa Clara County","","Food boxes are provided, no registration needed beforehand - Registration will be done on site. Distributed on a first-come, first-serve basis.","Se proporcionan cajas de alimentos, no es necesario registrarse de antemano: el registro se realizará en el sitio. Se distribuye por orden de llegada.","Info@Catholiccharitiesscc.Org","https://static1.squarespace.com/static/59d3cfe8e5dd5b0acaa2a2b4/t/5ebc53856aa5155d9380854e/1589400455467/CCSCC_+SHSV+Food+sites+5.7.20+update1.pdf","2350 S Winchester Boulevard Campbell","NA","CA",95008,"","","2020-05-26","GJ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"(408) 378-2464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","meal"
"LifeMoves","","Shelter, must call to get on waitlist.","Alojamiento, debe llamar par ser añadido a la lista de espera","","https://www.lifemoves.org/volunteers/meals/#santa-clara-meals","358 N Montgomery Street San Jose","NA","CA",95110,37.3369375,-121.90521,"2020-05-30","AZ",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","meal"
"California Employment Development Department (EDD)","","Presents a list of frequently asked questions about eligibility for unemployment insurance benefits.","","","https://www.edd.ca.gov/about_edd/coronavirus-2019/workers.htm","","","","","","","2020-06-06","CP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","","","","legal"
"Rod Kelly Elementary","","Free meals fo all Gilroy children (ages 0-18). On all weekdays, Lunch and Supper for today and Breakfast for tomorrow are available for pick-up. Each family must complete an application (family.titank12.com).","Comidas gratuitas para todos los niños de Gilroy (de 0 a 18 años). Todos los días de semana, se puede recoger el almuerzo y la cena para hoy y el desayuno para mañana. Cada familia debe completar una solicitud (family.titank12.com).","","https://www.gilroyunified.org/parentstudent-resources/child-nutrition","8755 Kern Avenue","Gilroy","CA",95021,37.0212382,-121.5929015,"2020-09-17","Micah",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"12:00 PM - 2:00 PM","12:00 PM - 2:00 PM","12:00 PM - 2:00 PM","12:00 PM - 2:00 PM","12:00 PM - 2:00 PM","","","meal"
"Back a Yard Caribbean Grill","","Instagram: @backayardgrill.","","","backayard.net","1740 S Winchester Blvd","NA","CA",95008,37.292307,-121.9494886,"2020-07-07","",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"","","","","","","","restaurant"
